name,description,director,actors,info,prod,time,age,sesion
ВИЙДУ ЗА ТЕБЕ 2D, романтична комедія,"Режисер: Кет Койро (серіали «У Філадельфії завжди сонячно», «Безсоромні», «Американська сімейка»).","В ролях: ДЖЕННІФЕР ЛОПЕЗ («Шахрайки з Волл-стріт», «Почни спочатку»); ОВЕН ВІЛСОН («Зразковий самець», «Стажери»), MALUMA.","Неповторна Дженніфер Лопез у романтичній комедії до Дня Закоханих! Напередодні весілля популярна співачка Кет Валдез дізнається, що наречений її зрадив. Щоб помститися колишньому, дівчина пропонує одружитися незнайомцю з натовпу прямо під час власного концерту. Тепер її чоловік - сором’язливий вчитель математики. Та чи впорається подружжя з викликами сімейного життя?",Виробник: Universal,"
Сеанси:


18:00

","
Сеанси:


18:00

","
Сеанси:


18:00

"
